org_id,node_slug,role,evidence_url,evidence_note,batch,created_by,reviewed_by,last_verified,human_verified
uk-ministry-of-defence-defence-ai-centre,misuse.military.testing-and-assurance,primary,https://www.gov.uk/government/publications/defence-artificial-intelligence-strategy/defence-artificial-intelligence-strategy,"The Defence AI Strategy commits the Defence AI Centre to pioneer ""Testing, Evaluation, Verification and Validation (TEV&V)"" approaches and a certification framework for AI-enabled systems.",b05,agent-2026-09-21,,2026-09-21,false
center-for-a-new-american-security-cnas,misuse.military.testing-and-assurance,secondary,https://cnas.org,"Paul Scharre's programme is the leading US think-tank voice on military AI test, evaluation and autonomous-weapons policy.",b05,agent-2026-09-21,opus-review-2026-09-23,2026-09-24,false
center-for-security-and-emerging-technology-cset,misuse.military.testing-and-assurance,secondary,https://cset.georgetown.edu/article/in-applying-ai-to-military-decision-making-the-ip4-should-learn-from-nato/,"Publishes on standards, testing procedures and assurance for AI more broadly, with specific pieces on allied military AI adoption.",b05,agent-2026-09-21,,2026-09-21,false
eleutherai,misuse.open-weights.release-risk-assessment,primary,https://www.aisi.gov.uk/blog/managing-risks-from-increasingly-capable-open-weight-ai-systems,Named research partner (with UK AISI and Oxford) on open-weight risk-management methodology; also publishes its own related work (e.g. pretraining-data filtering) as an open-research group with open-weights-risk as a stated focus.,b04,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,misuse.open-weights.release-risk-assessment,primary,https://www.aisi.gov.uk/blog/managing-risks-from-increasingly-capable-open-weight-ai-systems,"Published (29 Aug 2025) a dedicated open-weight risk management programme in collaboration with EleutherAI and Oxford, including worst-case capability evaluation under adversarial fine-tuning and an example release-risk checklist; states the field is 'still new' and calls for continued collaboration.",b04,agent-2026-09-21,,2026-09-21,false
us-center-for-ai-standards-and-innovation-caisi,misuse.open-weights.release-risk-assessment,primary,https://www.nist.gov/news-events/news/2025/09/caisi-evaluation-deepseek-ai-models-finds-shortcomings-and-risks,"Independent government evaluation of DeepSeek's open-weight models after release (September 2025), covering capability, security and alignment with state narratives.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
hugging-face-open-alignment-team,misuse.open-weights.release-risk-assessment,secondary,https://thenextweb.com/news/hugging-face-open-alignment-initiative-embedded-evaluators,"New team announced 10 Sept 2026 by co-founder Thomas Wolf, prompted by a July 2026 agent intrusion into Hugging Face infrastructure; mandate covers open-weight alignment research and transparency, overlapping with but not identical to independent release-risk assessment.",b04,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
meta-ai-safety-team,misuse.open-weights.release-risk-assessment,secondary,https://ai.meta.com/responsible-ai/,"Describes pre-release risk assessment and mitigations for open-weight Llama releases (Llama Guard, Responsible Use Guide, MLCommons hazard taxonomy); no distinct named safety/alignment team could be confirmed beyond this release-risk function.",b12,agent-2026-09-21,,2026-09-21,false
stanford-center-for-research-on-foundation-models-crfm,misuse.open-weights.release-risk-assessment,secondary,https://crfm.stanford.edu/open-fms/,"Produced the foundational academic marginal-risk framework for open foundation models ('On the Societal Impact of Open Foundation Models', ICML 2024 Oral, 23 co-authors across 16 institutions); no confirmed 2026 update found, so activity status is uncertain.",b04,agent-2026-09-21,,2026-09-21,false
alice-formerly-activefence,misuse.open-weights.safeguard-removal,primary,https://go.alice.io/hubfs/alice-abliteration-report-april2026.pdf,"Published a dedicated abliteration report (March 2026) testing five safety-trained models plus a control, finding post-abliteration harmful-request compliance up to 98%, and arguing safety alignment is 'a configuration, not a property'.",b04,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,misuse.open-weights.safeguard-removal,secondary,https://www.aisi.gov.uk/blog/managing-risks-from-increasingly-capable-open-weight-ai-systems,"Open-weight programme includes worst-case capability evaluation under adversarial fine-tuning, which measures safeguard removal.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
alice-formerly-activefence,misuse.open-weights.uncensored-model-supply,secondary,https://alice.io/blog/okay-here-is-how-to-build-a-bomb-millions-download-dangerous-llms,"Tracks and publishes on the scale of uncensored-model downloads, citing over 4,800 pre-abliterated models on Hugging Face with millions of downloads.",b04,agent-2026-09-21,,2026-09-21,false
cisco-talos,misuse.open-weights.uncensored-model-supply,secondary,https://blog.talosintelligence.com/cybercriminal-abuse-of-large-language-models/,"Cisco's threat-intelligence team publishes ongoing research on criminal abuse of LLMs, including uncensored model marketplaces.",b04,agent-2026-09-21,,2026-09-21,false
trend-micro,misuse.open-weights.uncensored-model-supply,secondary,https://www.trendmicro.com/vinfo/us/security/news/cybercrime-and-digital-threats/the-state-of-criminal-ai,Ongoing threat-research series ('State of Criminal AI') tracking underground crime-as-a-service offerings including uncensored/jailbroken models such as WormGPT- and FraudGPT-style tools.,b04,agent-2026-09-21,,2026-09-21,false
carnegie-endowment-for-international-peace,misuse.surveillance.censorship,primary,https://carnegieendowment.org/research/2026/03/chinas-ai-empowered-censorship-strengths-and-limitations,"Published a dedicated March 2026 report specifically on China's AI-empowered censorship, its strengths and limitations.",b06,agent-2026-09-21,,2026-09-21,false
citizen-lab,misuse.surveillance.censorship,primary,https://citizenlab.ca/research/,"Long-running technical research on state censorship systems, increasingly including AI-based content filtering.",b06,agent-2026-09-21,,2026-09-21,false
freedom-house,misuse.surveillance.censorship,primary,https://freedomhouse.org/report/freedom-net/2025/uncertain-future-global-internet,Freedom on the Net tracks AI-enabled censorship country by country as part of its annual methodology.,b06,agent-2026-09-21,,2026-09-21,false
us-center-for-ai-standards-and-innovation-caisi,misuse.surveillance.censorship,secondary,https://www.nist.gov/news-events/news/2025/09/caisi-evaluation-deepseek-ai-models-finds-shortcomings-and-risks,"September 2025 evaluation of DeepSeek models measured alignment with state narratives, an example of model-level censorship measurement.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
sipri,misuse.surveillance.export-controls,primary,https://www.sipri.org/commentary/topical-backgrounder/2026/regulating-transfers-ai-algorithms-training-data-and-models-potential-and-limitations-export,"[SIPRI (Dual-Use and Arms Trade Control Programme)] March 2026 analysis on regulating export of AI algorithms, training data and models, arguing there are 'no conventions or clear norms' for which AI surveillance uses should trigger controls and proposing new control-list items such as facial recognition systems.",b06,agent-2026-09-21,,2026-09-21,false
freedom-house,misuse.surveillance.export-controls,secondary,https://freedomhouse.org/report/freedom-net/2025/uncertain-future-global-internet,Advocates for export controls on surveillance technology as part of its broader internet-freedom reporting.,b06,agent-2026-09-21,,2026-09-21,false
privacy-international,misuse.surveillance.export-controls,secondary,https://privacyinternational.org/learn/surveillance-industry,"Long-running work exposing the corporate structure of the surveillance industry (e.g. NSO Group) that underpins export-control advocacy, though its most recent dedicated material predates 2024.",b06,agent-2026-09-21,,2026-09-21,false
access-now,misuse.surveillance.mass-surveillance,primary,https://www.accessnow.org/artificial-intelligence/,Runs a dedicated AI programme covering surveillance harms and operates the Digital Security Helpline for targeted individuals.,b06,agent-2026-09-21,,2026-09-21,false
carnegie-endowment-for-international-peace,misuse.surveillance.mass-surveillance,primary,https://carnegieendowment.org/files/WP-Feldstein-AISurveillance_final.pdf,Steven Feldstein's Global Expansion of AI Surveillance index is the field's standard reference dataset tracking which states deploy which AI surveillance tools.,b06,agent-2026-09-21,,2026-09-21,false
citizen-lab,misuse.surveillance.mass-surveillance,primary,https://citizenlab.ca/research/,"Investigates state surveillance and spyware targeting dissidents, journalists and diaspora communities, including AI-enabled cases.",b06,agent-2026-09-21,,2026-09-21,false
freedom-house,misuse.surveillance.mass-surveillance,primary,https://freedomhouse.org/report/freedom-net/2025/uncertain-future-global-internet,"Freedom on the Net 2025 documents the 15th consecutive year of declining internet freedom, with AI-enabled surveillance and censorship as named drivers.",b06,agent-2026-09-21,,2026-09-21,false
algorithmic-justice-league,misuse.surveillance.mass-surveillance,secondary,https://www.ajl.org/harms/surveillance,Documents AI surveillance harms as one of its named harm categories.,b06,agent-2026-09-21,,2026-09-21,false
anthropic,misuse.surveillance.mass-surveillance,secondary,https://www.anthropic.com/threat-intelligence-report-september-2026,September 2026 threat report covers disrupted surveillance uses of its models; its refusal of domestic mass-surveillance use was central to the 2026 Pentagon dispute.,v2-low-edit,v2-build-2026-09-24,opus-review-2026-09-23,2026-09-24,false
human-rights-foundation-hrf,misuse.surveillance.mass-surveillance,secondary,https://hrf.org/latest/hrfs-ai-for-individual-rights-newsletter-9/,Publishes a dedicated 'AI for Individual Rights' newsletter tracking AI-enabled transnational repression of dissidents and diaspora communities.,b06,agent-2026-09-21,,2026-09-21,false
algorithmwatch,misuse.surveillance.predictive-policing-and-scoring,primary,https://algorithmwatch.org/en/algorithmic-policing-explained/,"Maintains a dedicated predictive-policing research and campaign stream, including country case studies (Netherlands, Germany) and an explainer.",b06,agent-2026-09-21,,2026-09-21,false
amnesty-international-uk,misuse.surveillance.predictive-policing-and-scoring,primary,https://www.amnesty.org.uk/predictive-policing,"""Automated Racism"" report (February 2025) on UK police predictive policing and a campaign to ban it.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
fair-trials,misuse.surveillance.predictive-policing-and-scoring,primary,https://www.fairtrials.org/predictive-policing/,Runs a dedicated campaign and interactive tool on predictive policing and criminal prediction systems in Europe.,b06,agent-2026-09-21,,2026-09-21,false
anthropic,model.alignment.automated-alignment-research,primary,https://www.anthropic.com/research/automated-alignment-researchers,Ran autonomous Claude instances as 'Automated Alignment Researchers' on weak-to-strong supervision and published how they compared with human researchers; its Alignment Science team also studies how automated researchers could subtly sandbag.,v2-build,v2-build-2026-09-24,,2026-09-24,false
openai,model.alignment.automated-alignment-research,secondary,https://openai.com/index/introducing-superalignment/,Set up the Superalignment team in 2023 with the goal of building a roughly human-level automated alignment researcher; the team was disbanded in 2024.,v2-build,v2-build-2026-09-24,,2026-09-24,false
berkeley-center-for-human-compatible-ai-chai,model.alignment.conceptual-foundations,primary,https://humancompatible.ai/research,"Stuart Russell's centre; research page lists assistance games, inverse reward design and formal foundations of rational agency for AI that remains beneficial as capability grows.",b12,agent-2026-09-21,,2026-09-21,false
meaning-alignment-institute-mai,model.alignment.conceptual-foundations,primary,https://full-stack-alignment.ai,Full Stack Alignment position paper and the 'What are Human Values?' paper (arxiv.org/abs/2404.10636) set out MAI's framework for what encoding human values into AI actually requires.,b12,agent-2026-09-21,,2026-09-21,false
orthogonal,model.alignment.conceptual-foundations,primary,https://orxl.org,Small research group working on agent foundations to formally understand agency.,b01,agent-2026-09-21,,2026-09-21,false
