org_id,name,url,type,hq_country,hq_city,region,founded_year,size_band,funding_model,primary_focus,focus_tags,problem_description,notable_outputs,status,confidence,source_urls,commercial_model,approachability,source,notes,created_by,reviewed_by,last_verified,human_verified
forecasting-research-institute-fri,Forecasting Research Institute (FRI),https://forecastingresearch.org,nonprofit-research,US,Berkeley,North America,2022,6-20,philanthropic,Improves forecasting methods for policy-relevant questions,forecasting,"Studies how to improve forecasting accuracy on important policy questions, including AI risk, to support better decision-making.",Existential risk persuasion tournament,active,high,https://forecastingresearch.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
forethought,Forethought,https://forethought.org,nonprofit-research,UK,Oxford,UK,2023,6-20,philanthropic,Research on navigating the transition to advanced AI,forecasting;economic-transition,"Research group studying how societies and institutions should navigate the transition to transformative AI, including economic effects.",Research on AI-driven economic and institutional transitions,active,high,https://forethought.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
founders-pledge,Founders Pledge,https://founderspledge.com,funder,UK,London,UK,2015,51-200,philanthropic,Directs entrepreneur pledges to effective causes including AI safety,funding,"Movement of entrepreneurs pledging a share of their proceeds to effective causes, with a dedicated research-backed AI safety fund.",Existential risk and AI safety fund,active,high,https://founderspledge.com,nonprofit,contact-form,seed,,agent-2026-09-21,,2026-09-21,false
freedom-house,Freedom House,https://freedomhouse.org,nonprofit,US,unknown,North America,unknown,unknown,unknown,,,"Freedom on the Net 2025 documents the 15th consecutive year of declining internet freedom, with AI-enabled surveillance and censorship as named drivers.",,active,medium,https://freedomhouse.org/report/freedom-net/2025/uncertain-future-global-internet,nonprofit,contact-form,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
frontier-model-forum,Frontier Model Forum,https://frontiermodelforum.org,standards-body,US,San Francisco,North America,2023,6-20,commercial,Industry coalition for frontier AI safety standards,frontier-safety-frameworks;standards;lab-accountability,Coalition of frontier labs that shares safety research and develops best practices to reduce risks from the most capable models.,Technical reports on model evaluations and safety frameworks,active,high,https://frontiermodelforum.org,nonprofit,closed,seed,b04 gave an alternative URL https://www.frontiermodelforum.org,agent-2026-09-21,,2026-09-21,false
fs-isac,FS-ISAC,https://www.fsisac.com,nonprofit,US,Reston,North America,1999,200+,mixed,Member-owned information-sharing body for cybersecurity and resilience of the global financial system,critical-infrastructure;ai-cyber-offence-defence,"Financial-sector ISAC that issues sector risk advisories, including a dedicated and updated advisory on AI-enabled vulnerability discovery.",Updated Sector Risk Advisory: Preparing the Enterprise for AI-Enabled Vulnerability Discovery (2026),active,high,https://www.fsisac.com/knowledge/updated-sector-risk-advisory-preparing-the-enterprise-for-ai-enabled-vulnerability-discovery,nonprofit,closed,new_org:b04,,agent-2026-09-21,,2026-09-21,false
full-fact,Full Fact,https://fullfact.org,nonprofit,UK,London,UK,2010,21-50,philanthropic,"Independent fact-checking, with AI tools to scale claim identification and matching",epistemics,"UK fact-checking charity that has used machine learning since 2016 to extract and match checkable claims across text, audio and video, supporting over 40 fact-checking organisations across 30 countries; extending its AI tools in 2026 to counter AI-generated election content.",Full Fact AI claim-matching and claim-extraction tools,active,medium,https://fullfact.org/ai/; https://www.niemanlab.org/2026/06/full-fact-is-battling-ai-generated-elections-content-with-ai-tools-of-its-own/,nonprofit,publishes-open-problems,new_org:b07,,agent-2026-09-21,,2026-09-21,false
future-of-life-institute-fli,Future of Life Institute (FLI),https://futureoflife.org,nonprofit,US,Cambridge,North America,2014,21-50,philanthropic,Advocacy and grantmaking on existential AI risk,comms-advocacy;funding;policy-international,Nonprofit that funds AI safety research and advocates for governance measures to reduce existential risk from advanced AI.,"Asilomar AI Principles, Pause Giant AI Experiments letter, grants programme",active,high,https://futureoflife.org,nonprofit,hiring;fellowship-or-programme;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
getreal-security,GetReal Security,https://www.getrealsecurity.com,for-profit-startup,US,unknown,North America,unknown,unknown,unknown,,,"Commercial multimodal deepfake-detection and real-time identity-authentication platform (GTAP); named a Market Shaper in Gartner's 2026 Emerging Market Quadrant for Deepfake Detection, confirming it remains active and growing in 2026.",,active,medium,https://www.getrealsecurity.com,commercial-product,unknown,tag-only:b07,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
gifct-global-internet-forum-to-counter-terrorism,GIFCT (Global Internet Forum to Counter Terrorism),https://gifct.org,standards-body,US,unknown,North America,unknown,unknown,unknown,,,"Industry-coordination body's working group published a dedicated report on AI threats, opportunities and policy frameworks for counter-terrorism (April 2025).",,active,medium,https://gifct.org/wp-content/uploads/2025/04/GIFCT-25WG-0425-AI_Report-Web-1.1.pdf,nonprofit,closed,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
global-anti-scam-alliance-gasa,Global Anti-Scam Alliance (GASA),https://gasa.org,nonprofit,Netherlands,unknown,Europe,unknown,unknown,unknown,,,"Launched scam.org with OpenAI and partnered with TruthScan to add deepfake detection, and publishes an annual policy agenda addressing AI-powered scams.",,active,medium,https://gasa.org/knowledge-base/blog/global-anti-scam-alliance-launches-scam.org-with-openai-and-key-partners,nonprofit,open-to-collaborators,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
global-catastrophic-risk-institute-gcri,Global Catastrophic Risk Institute (GCRI),https://gcrinstitute.org,nonprofit-research,US,Remote (no central office),North America,2011,1-5,philanthropic,Research on global catastrophic and existential risks including AI,forecasting;policy-international,"Think tank researching global catastrophic risks, including AI, and how to reduce them through integrated risk analysis.",Integrated assessment of global catastrophic risk,active,high,https://gcrinstitute.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
global-center-on-ai-governance,Global Center on AI Governance,https://www.global-index.ai/,nonprofit-research,unknown,unknown,Africa,unknown,unknown,unknown,Measuring AI governance capacity worldwide,international-governance,"Africa-based research centre that produces the Global Index on Responsible AI, measuring governance capacity in more than 130 countries.",Global Index on Responsible AI,active,low,https://www.global-index.ai/,nonprofit,unknown,review-society (low),Created from a low-confidence review edit; country and type need a human check.,v2-build-2026-09-24,,2026-09-24,false
global-forum-on-cyber-expertise-gfce,Global Forum on Cyber Expertise (GFCE),https://thegfce.org,government,Other,unknown,Other,unknown,unknown,unknown,,,Global clearinghouse coordinating cyber-capacity-building projects and donors; its published themes and clearinghouse listings show no dedicated AI-specific capacity track.,,active,medium,https://thegfce.org,government,closed,tag-only:b04,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
global-partnership-on-ai-gpai,Global Partnership on AI (GPAI),https://gpai.ai,government,France,Paris,Europe,2020,21-50,government,Multilateral forum for responsible AI,policy-international;standards,Multilateral initiative bringing together member countries to support responsible AI development; its functions were folded into the OECD in 2025.,Multistakeholder AI policy reports,dormant,medium,https://gpai.ai,government,closed,seed,Integrating into the OECD; gpai.ai says it will no longer be updated (b08). Treat as folding into OECD.AI.,agent-2026-09-21,,2026-09-21,false
gnet-global-network-on-extremism-and-technology,GNET (Global Network on Extremism and Technology),https://gnet-research.org,nonprofit-research,UK,unknown,UK,unknown,unknown,unknown,,,"Publishes a steady stream of AI-specific extremism research, including on ISKP's use of AI for recruitment (April 2025) and AI companion chatbots and radicalisation (December 2025).",,active,medium,https://gnet-research.org/2025/04/11/automated-recruitment-artificial-intelligence-iskp-and-extremist-radicalisation/,nonprofit,contact-form,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
golden-gate-institute-for-ai-the-curve,Golden Gate Institute for AI (The Curve),https://thecurve.goldengateinstitute.org/,nonprofit,US,unknown,North America,unknown,1-5,philanthropic,"Runs The Curve, an invitation-only cross-sector AI conference",field-building,"Organises The Curve, a 2.5-day invitation-only gathering of researchers, founders, policymakers and writers on AI's biggest questions, held annually in Berkeley.",The Curve 2025 and 2026 conferences,active,medium,https://thecurve.goldengateinstitute.org/,nonprofit,closed,new_org:b11,,agent-2026-09-21,,2026-09-21,false
good-ancestors-policy,Good Ancestors Policy,https://goodancestors.org.au,think-tank,Australia,Sydney,Other,2022,1-5,philanthropic,Australian AI and global catastrophic risk policy advocacy,policy-domestic,"Advocates to Australian policymakers for measures reducing catastrophic risks, including from advanced AI.",Submissions to Australian government AI consultations,active,medium,https://goodancestors.org.au,nonprofit,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
